Rank,year,title,letterboxd_url
1,1941,Citizen Kane,https://letterboxd.com/film/citizen-kane/
2,1972,The Godfather,https://letterboxd.com/film/the-godfather/
3,1957,12 Angry Men,https://letterboxd.com/film/12-angry-men/
4,1942,Casablanca,https://letterboxd.com/film/casablanca/
5,1928,The Passion of Joan of Arc,https://letterboxd.com/film/the-passion-of-joan-of-arc/
6,1931,City Lights,https://letterboxd.com/film/city-lights/
7,1958,Vertigo,https://letterboxd.com/film/vertigo/
8,1927,Sunrise: A Song of Two Humans,https://letterboxd.com/film/sunrise-a-song-of-two-humans/
9,1974,The Godfather Part II,https://letterboxd.com/film/the-godfather-part-ii/
10,1954,Seven Samurai,https://letterboxd.com/film/seven-samurai/
11,1946,It's a Wonderful Life,https://letterboxd.com/film/its-a-wonderful-life/
12,1927,Metropolis,https://letterboxd.com/film/metropolis/
13,1954,Rear Window,https://letterboxd.com/film/rear-window/
14,1929,Man with a Movie Camera,https://letterboxd.com/film/man-with-a-movie-camera/
15,1950,Sunset Boulevard,https://letterboxd.com/film/sunset-boulevard/
16,1960,Psycho,https://letterboxd.com/film/psycho/
17,1953,Tokyo Story,https://letterboxd.com/film/tokyo-story/
18,1952,Singin' in the Rain,https://letterboxd.com/film/singin-in-the-rain/
19,1960,The Apartment,https://letterboxd.com/film/the-apartment/
20,1925,Battleship Potemkin,https://letterboxd.com/film/battleship-potemkin/
21,1962,Lawrence of Arabia,https://letterboxd.com/film/lawrence-of-arabia/
22,1949,The Third Man,https://letterboxd.com/film/the-third-man/
23,1964,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,https://letterboxd.com/film/dr-strangelove-or-how-i-learned-to-stop-worrying-and-love-the-bomb/
24,1939,The Wizard of Oz,https://letterboxd.com/film/the-wizard-of-oz-1939/
25,1939,The Rules of the Game,https://letterboxd.com/film/the-rules-of-the-game/
26,1966,"The Good, the Bad and the Ugly",https://letterboxd.com/film/the-good-the-bad-and-the-ugly/
27,1950,All About Eve,https://letterboxd.com/film/all-about-eve/
28,1931,M,https://letterboxd.com/film/m/
29,1936,Modern Times,https://letterboxd.com/film/modern-times/
30,1944,Double Indemnity,https://letterboxd.com/film/double-indemnity/
31,1979,Apocalypse Now,https://letterboxd.com/film/apocalypse-now/
32,1950,Rashomon,https://letterboxd.com/film/rashomon/
33,1939,Gone with the Wind,https://letterboxd.com/film/gone-with-the-wind/
34,1946,The Best Years of Our Lives,https://letterboxd.com/film/the-best-years-of-our-lives/
35,1968,2001: A Space Odyssey,https://letterboxd.com/film/2001-a-space-odyssey/
36,1975,One Flew Over the Cuckoo's Nest,https://letterboxd.com/film/one-flew-over-the-cuckoos-nest/
37,1934,It Happened One Night,https://letterboxd.com/film/it-happened-one-night/
38,1930,All Quiet on the Western Front,https://letterboxd.com/film/all-quiet-on-the-western-front/
39,1948,Bicycle Thieves,https://letterboxd.com/film/bicycle-thieves/
40,1952,Ikiru,https://letterboxd.com/film/ikiru/
41,1959,Some Like It Hot,https://letterboxd.com/film/some-like-it-hot/
42,1945,Children of Paradise,https://letterboxd.com/film/children-of-paradise/
43,1940,The Grapes of Wrath,https://letterboxd.com/film/the-grapes-of-wrath/
44,1963,8½,https://letterboxd.com/film/8-half/
45,1924,Sherlock Jr.,https://letterboxd.com/film/sherlock-jr/
46,1945,Brief Encounter,https://letterboxd.com/film/brief-encounter/
47,1976,Taxi Driver,https://letterboxd.com/film/taxi-driver/
48,1966,The Battle of Algiers,https://letterboxd.com/film/the-battle-of-algiers/
49,1977,Star Wars,https://letterboxd.com/film/star-wars/
50,1940,The Great Dictator,https://letterboxd.com/film/the-great-dictator/
51,1926,The General,https://letterboxd.com/film/the-general/
52,1954,Sansho the Bailiff,https://letterboxd.com/film/sansho-the-bailiff/
53,1954,On the Waterfront,https://letterboxd.com/film/on-the-waterfront/
54,1957,The Bridge on the River Kwai,https://letterboxd.com/film/the-bridge-on-the-river-kwai/
55,1948,The Treasure of the Sierra Madre,https://letterboxd.com/film/the-treasure-of-the-sierra-madre/
56,1959,North by Northwest,https://letterboxd.com/film/north-by-northwest/
57,1957,Paths of Glory,https://letterboxd.com/film/paths-of-glory/
58,1955,The Night of the Hunter,https://letterboxd.com/film/the-night-of-the-hunter/
59,1949,Late Spring,https://letterboxd.com/film/late-spring/
60,1960,La Dolce Vita,https://letterboxd.com/film/la-dolce-vita/
61,1943,The Life and Death of Colonel Blimp,https://letterboxd.com/film/the-life-and-death-of-colonel-blimp/
62,1962,Harakiri,https://letterboxd.com/film/harakiri/
63,1985,Shoah,https://letterboxd.com/film/shoah/
64,1948,The Red Shoes,https://letterboxd.com/film/the-red-shoes/
65,1974,Chinatown,https://letterboxd.com/film/chinatown/
66,1982,Fanny and Alexander,https://letterboxd.com/film/fanny-and-alexander/
67,1975,Barry Lyndon,https://letterboxd.com/film/barry-lyndon/
68,1993,Schindler's List,https://letterboxd.com/film/schindlers-list/
69,1980,The Empire Strikes Back,https://letterboxd.com/film/the-empire-strikes-back/
70,1946,Notorious,https://letterboxd.com/film/notorious/
71,1937,Grand Illusion,https://letterboxd.com/film/grand-illusion/
72,1961,The Human Condition III: A Soldier's Prayer,https://letterboxd.com/film/the-human-condition-iii-a-soldiers-prayer/
73,1958,Touch of Evil,https://letterboxd.com/film/touch-of-evil/
74,1963,High and Low,https://letterboxd.com/film/high-and-low/
75,1977,Annie Hall,https://letterboxd.com/film/annie-hall/
76,1966,Persona,https://letterboxd.com/film/persona/
77,1957,The Seventh Seal,https://letterboxd.com/film/the-seventh-seal/
78,1969,Army of Shadows,https://letterboxd.com/film/army-of-shadows/
79,1985,Ran,https://letterboxd.com/film/ran/
80,1941,How Green Was My Valley,https://letterboxd.com/film/how-green-was-my-valley/
81,1959,The 400 Blows,https://letterboxd.com/film/the-400-blows/
82,1984,Amadeus,https://letterboxd.com/film/amadeus/
83,1979,Alien,https://letterboxd.com/film/alien/
84,1925,The Gold Rush,https://letterboxd.com/film/the-gold-rush/
85,1980,Raging Bull,https://letterboxd.com/film/raging-bull/
86,1994,The Shawshank Redemption,https://letterboxd.com/film/the-shawshank-redemption/
87,1990,GoodFellas,https://letterboxd.com/film/goodfellas/
88,1941,The Maltese Falcon,https://letterboxd.com/film/the-maltese-falcon-1941/
89,1961,Yojimbo,https://letterboxd.com/film/yojimbo/
90,1963,The Leopard,https://letterboxd.com/film/the-leopard/
91,1985,Come and See,https://letterboxd.com/film/come-and-see/
92,1942,To Be or Not to Be,https://letterboxd.com/film/to-be-or-not-to-be/
93,1978,The Deer Hunter,https://letterboxd.com/film/the-deer-hunter/
94,1961,The Hustler,https://letterboxd.com/film/the-hustler/
95,1957,Wild Strawberries,https://letterboxd.com/film/wild-strawberries/
96,1927,Napoleon,https://letterboxd.com/film/napoleon/
97,1964,Woman in the Dunes,https://letterboxd.com/film/woman-in-the-dunes/
98,1967,PlayTime,https://letterboxd.com/film/playtime/
99,1955,Ordet,https://letterboxd.com/film/ordet/
100,1973,The Sting,https://letterboxd.com/film/the-sting/
101,1953,The Wages of Fear,https://letterboxd.com/film/the-wages-of-fear/
102,1945,The Lost Weekend,https://letterboxd.com/film/the-lost-weekend/
103,1957,The Cranes Are Flying,https://letterboxd.com/film/the-cranes-are-flying/
104,1961,Viridiana,https://letterboxd.com/film/viridiana/
105,1966,Andrei Rublev,https://letterboxd.com/film/andrei-rublev/
106,1935,Bride of Frankenstein,https://letterboxd.com/film/bride-of-frankenstein/
107,1968,Once Upon a Time in the West,https://letterboxd.com/film/once-upon-a-time-in-the-west/
108,1955,Pather Panchali,https://letterboxd.com/film/pather-panchali/
109,1957,Nights of Cabiria,https://letterboxd.com/film/nights-of-cabiria/
110,1946,A Matter of Life and Death,https://letterboxd.com/film/a-matter-of-life-and-death/
111,1994,Pulp Fiction,https://letterboxd.com/film/pulp-fiction/
112,1940,The Philadelphia Story,https://letterboxd.com/film/the-philadelphia-story/
113,1969,Z,https://letterboxd.com/film/z/
114,1961,West Side Story,https://letterboxd.com/film/west-side-story/
115,1956,A Man Escaped,https://letterboxd.com/film/a-man-escaped/
116,1969,The Wild Bunch,https://letterboxd.com/film/the-wild-bunch/
117,1974,A Woman Under the Influence,https://letterboxd.com/film/a-woman-under-the-influence/
118,1981,Raiders of the Lost Ark,https://letterboxd.com/film/raiders-of-the-lost-ark/
119,1940,The Shop Around the Corner,https://letterboxd.com/film/the-shop-around-the-corner/
120,1939,Stagecoach,https://letterboxd.com/film/stagecoach/
121,1962,The Man Who Shot Liberty Valance,https://letterboxd.com/film/the-man-who-shot-liberty-valance/
122,1975,Dog Day Afternoon,https://letterboxd.com/film/dog-day-afternoon/
123,1938,Bringing Up Baby,https://letterboxd.com/film/bringing-up-baby/
124,1971,A Clockwork Orange,https://letterboxd.com/film/a-clockwork-orange/
125,1975,Nashville,https://letterboxd.com/film/nashville/
126,1959,Rio Bravo,https://letterboxd.com/film/rio-bravo/
127,1933,Duck Soup,https://letterboxd.com/film/duck-soup-1933/
128,1976,Network,https://letterboxd.com/film/network/
129,1937,Make Way for Tomorrow,https://letterboxd.com/film/make-way-for-tomorrow/
130,1956,The Searchers,https://letterboxd.com/film/the-searchers/
131,1957,Sweet Smell of Success,https://letterboxd.com/film/sweet-smell-of-success/
132,1959,Anatomy of a Murder,https://letterboxd.com/film/anatomy-of-a-murder/
133,1962,To Kill a Mockingbird,https://letterboxd.com/film/to-kill-a-mockingbird/
134,1952,Umberto D.,https://letterboxd.com/film/umberto-d/
135,1924,Greed,https://letterboxd.com/film/greed/
136,1934,L'Atalante,https://letterboxd.com/film/latalante/
137,1971,The French Connection,https://letterboxd.com/film/the-french-connection/
138,1966,Au Hasard Balthazar,https://letterboxd.com/film/au-hasard-balthazar/
139,1974,The Conversation,https://letterboxd.com/film/the-conversation/
140,1934,The Thin Man,https://letterboxd.com/film/the-thin-man/
141,1933,King Kong,https://letterboxd.com/film/king-kong/
142,1951,A Streetcar Named Desire,https://letterboxd.com/film/a-streetcar-named-desire/
143,1969,Midnight Cowboy,https://letterboxd.com/film/midnight-cowboy/
144,1964,I Am Cuba,https://letterboxd.com/film/i-am-cuba/
145,1991,The Silence of the Lambs,https://letterboxd.com/film/the-silence-of-the-lambs/
146,1980,The Shining,https://letterboxd.com/film/the-shining/
147,1941,The Lady Eve,https://letterboxd.com/film/the-lady-eve/
148,1953,Ugetsu,https://letterboxd.com/film/ugetsu/
149,1959,Apur Sansar,https://letterboxd.com/film/apur-sansar/
150,1932,Trouble in Paradise,https://letterboxd.com/film/trouble-in-paradise/
151,1938,The Lady Vanishes,https://letterboxd.com/film/the-lady-vanishes/
152,1967,Le Samouraï,https://letterboxd.com/film/le-samourai/
153,1940,Rebecca,https://letterboxd.com/film/rebecca/
154,1959,The Human Condition I: No Greater Love,https://letterboxd.com/film/the-human-condition-i-no-greater-love/
155,1945,"Rome, Open City",https://letterboxd.com/film/rome-open-city/
156,1975,Jaws,https://letterboxd.com/film/jaws/
157,1984,"Paris, Texas",https://letterboxd.com/film/paris-texas/
158,1955,Rififi,https://letterboxd.com/film/rififi/
159,1971,The Last Picture Show,https://letterboxd.com/film/the-last-picture-show/
160,1968,Rosemary's Baby,https://letterboxd.com/film/rosemarys-baby/
161,1967,The Graduate,https://letterboxd.com/film/the-graduate/
162,1988,Grave of the Fireflies,https://letterboxd.com/film/grave-of-the-fireflies/
163,1924,The Last Laugh,https://letterboxd.com/film/the-last-laugh/
164,1972,Cries and Whispers,https://letterboxd.com/film/cries-and-whispers/
165,1928,The Circus,https://letterboxd.com/film/the-circus/
166,1979,Stalker,https://letterboxd.com/film/stalker/
167,1960,Rocco and His Brothers,https://letterboxd.com/film/rocco-and-his-brothers/
168,1965,Red Beard,https://letterboxd.com/film/red-beard/
169,1985,Back to the Future,https://letterboxd.com/film/back-to-the-future/
170,1935,Top Hat,https://letterboxd.com/film/top-hat/
171,1970,Patton,https://letterboxd.com/film/patton/
172,1946,Beauty and the Beast,https://letterboxd.com/film/beauty-and-the-beast/
173,1954,La Strada,https://letterboxd.com/film/la-strada/
174,1970,The Conformist,https://letterboxd.com/film/the-conformist/
175,1982,Blade Runner,https://letterboxd.com/film/blade-runner/
176,1960,Le Trou,https://letterboxd.com/film/le-trou/
177,1921,The Kid,https://letterboxd.com/film/the-kid/
178,1962,An Autumn Afternoon,https://letterboxd.com/film/an-autumn-afternoon/
179,1975,"Jeanne Dielman, 23, quai du Commerce, 1080 Bruxelles",https://letterboxd.com/film/jeanne-dielman-23-quai-du-commerce-1080-bruxelles/
180,1940,Fantasia,https://letterboxd.com/film/fantasia/
181,1959,Ben-Hur,https://letterboxd.com/film/ben-hur-1959/
182,1967,War and Peace,https://letterboxd.com/film/war-and-peace-1967/
183,1965,The Sound of Music,https://letterboxd.com/film/the-sound-of-music/
184,1942,The Magnificent Ambersons,https://letterboxd.com/film/the-magnificent-ambersons/
185,1957,Witness for the Prosecution,https://letterboxd.com/film/witness-for-the-prosecution-1957/
186,1972,Solaris,https://letterboxd.com/film/solaris/
187,1978,Days of Heaven,https://letterboxd.com/film/days-of-heaven/
188,1926,Faust,https://letterboxd.com/film/faust-1926/
189,1989,Do the Right Thing,https://letterboxd.com/film/do-the-right-thing/
190,1941,Sullivan's Travels,https://letterboxd.com/film/sullivans-travels/
191,1937,The Awful Truth,https://letterboxd.com/film/the-awful-truth/
192,1975,Monty Python and the Holy Grail,https://letterboxd.com/film/monty-python-and-the-holy-grail/
193,1964,My Fair Lady,https://letterboxd.com/film/my-fair-lady/
194,1920,The Cabinet of Dr. Caligari,https://letterboxd.com/film/the-cabinet-of-dr-caligari-1920/
195,1955,Marty,https://letterboxd.com/film/marty/
196,1982,E.T. the Extra-Terrestrial,https://letterboxd.com/film/et-the-extra-terrestrial/
197,1938,You Can't Take It with You,https://letterboxd.com/film/you-cant-take-it-with-you/
198,1962,Cléo from 5 to 7,https://letterboxd.com/film/cleo-from-5-to-7/
199,1994,Three Colours: Red,https://letterboxd.com/film/three-colours-red/
200,1947,Out of the Past,https://letterboxd.com/film/out-of-the-past/
201,1977,The Ascent,https://letterboxd.com/film/the-ascent/
202,1950,The Young and the Damned,https://letterboxd.com/film/the-young-and-the-damned/
203,1973,Day for Night,https://letterboxd.com/film/day-for-night/
204,1992,Unforgiven,https://letterboxd.com/film/unforgiven/
205,1959,The Human Condition II: Road to Eternity,https://letterboxd.com/film/the-human-condition-ii-road-to-eternity/
206,1943,Shadow of a Doubt,https://letterboxd.com/film/shadow-of-a-doubt/
207,1976,Rocky,https://letterboxd.com/film/rocky/
208,1972,Cabaret,https://letterboxd.com/film/cabaret/
209,1961,Through a Glass Darkly,https://letterboxd.com/film/through-a-glass-darkly/
210,1946,The Big Sleep,https://letterboxd.com/film/the-big-sleep/
211,1928,The Crowd,https://letterboxd.com/film/the-crowd/
212,1956,Aparajito,https://letterboxd.com/film/aparajito/
213,1967,Cool Hand Luke,https://letterboxd.com/film/cool-hand-luke/
214,1972,The Discreet Charm of the Bourgeoisie,https://letterboxd.com/film/the-discreet-charm-of-the-bourgeoisie/
215,1979,All That Jazz,https://letterboxd.com/film/all-that-jazz/
216,1966,Who's Afraid of Virginia Woolf?,https://letterboxd.com/film/whos-afraid-of-virginia-woolf/
217,1973,Amarcord,https://letterboxd.com/film/amarcord/
218,1980,The Elephant Man,https://letterboxd.com/film/the-elephant-man/
219,1964,The Umbrellas of Cherbourg,https://letterboxd.com/film/the-umbrellas-of-cherbourg/
220,1939,Mr. Smith Goes to Washington,https://letterboxd.com/film/mr-smith-goes-to-washington/
221,1961,La Notte,https://letterboxd.com/film/la-notte/
222,1937,Snow White and the Seven Dwarfs,https://letterboxd.com/film/snow-white-and-the-seven-dwarfs/
223,1975,Mirror,https://letterboxd.com/film/mirror/
224,1946,My Darling Clementine,https://letterboxd.com/film/my-darling-clementine/
225,1932,I Am a Fugitive from a Chain Gang,https://letterboxd.com/film/i-am-a-fugitive-from-a-chain-gang/
226,1935,Mutiny on the Bounty,https://letterboxd.com/film/mutiny-on-the-bounty/
227,1960,L'Avventura,https://letterboxd.com/film/lavventura/
228,1961,Last Year at Marienbad,https://letterboxd.com/film/last-year-at-marienbad/
229,1967,Samurai Rebellion,https://letterboxd.com/film/samurai-rebellion/
230,1962,Jules and Jim,https://letterboxd.com/film/jules-and-jim/
231,1951,Strangers on a Train,https://letterboxd.com/film/strangers-on-a-train/
232,1976,All the President's Men,https://letterboxd.com/film/all-the-presidents-men/
233,1994,Hoop Dreams,https://letterboxd.com/film/hoop-dreams/
234,1953,From Here to Eternity,https://letterboxd.com/film/from-here-to-eternity/
235,1981,Das Boot,https://letterboxd.com/film/das-boot/
236,1916,Intolerance: Love's Struggle Throughout the Ages,https://letterboxd.com/film/intolerance-loves-struggle-throughout-the-ages/
237,1947,Black Narcissus,https://letterboxd.com/film/black-narcissus/
238,1943,Day of Wrath,https://letterboxd.com/film/day-of-wrath/
239,1962,The Given Word,https://letterboxd.com/film/the-given-word/
240,2003,The Lord of the Rings: The Return of the King,https://letterboxd.com/film/the-lord-of-the-rings-the-return-of-the-king/
241,1962,The Exterminating Angel,https://letterboxd.com/film/the-exterminating-angel/
242,1973,The Exorcist,https://letterboxd.com/film/the-exorcist/
243,1953,Roman Holiday,https://letterboxd.com/film/roman-holiday/
244,1960,Breathless,https://letterboxd.com/film/breathless/
245,1969,Butch Cassidy and the Sundance Kid,https://letterboxd.com/film/butch-cassidy-and-the-sundance-kid/
246,1973,Badlands,https://letterboxd.com/film/badlands/
247,1990,Close-Up,https://letterboxd.com/film/close-up/
248,1970,Woodstock,https://letterboxd.com/film/woodstock/
249,1948,Red River,https://letterboxd.com/film/red-river/
250,1952,The Life of Oharu,https://letterboxd.com/film/the-life-of-oharu/
251,1975,Dersu Uzala,https://letterboxd.com/film/dersu-uzala/
252,1980,Ordinary People,https://letterboxd.com/film/ordinary-people/
253,1994,Forrest Gump,https://letterboxd.com/film/forrest-gump/
254,1949,Kind Hearts and Coronets,https://letterboxd.com/film/kind-hearts-and-coronets/
255,1942,Mrs. Miniver,https://letterboxd.com/film/mrs-miniver/
256,1940,His Girl Friday,https://letterboxd.com/film/his-girl-friday/
257,1946,Shoeshine,https://letterboxd.com/film/shoeshine/
258,1971,McCabe & Mrs. Miller,https://letterboxd.com/film/mccabe-mrs-miller/
259,1988,Cinema Paradiso,https://letterboxd.com/film/cinema-paradiso/
260,1939,Only Angels Have Wings,https://letterboxd.com/film/only-angels-have-wings/
261,1963,The Great Escape,https://letterboxd.com/film/the-great-escape/
262,1942,The Ox-Bow Incident,https://letterboxd.com/film/the-ox-bow-incident/
263,1986,Platoon,https://letterboxd.com/film/platoon/
264,1970,Le Cercle Rouge,https://letterboxd.com/film/le-cercle-rouge/
265,1979,Kramer vs. Kramer,https://letterboxd.com/film/kramer-vs-kramer/
266,1924,Die Nibelungen: Siegfried,https://letterboxd.com/film/die-nibelungen-siegfried/
267,1944,Meet Me in St. Louis,https://letterboxd.com/film/meet-me-in-st-louis/
268,1980,Kagemusha,https://letterboxd.com/film/kagemusha/
269,1991,A Brighter Summer Day,https://letterboxd.com/film/a-brighter-summer-day/
270,1967,In the Heat of the Night,https://letterboxd.com/film/in-the-heat-of-the-night/
271,1949,White Heat,https://letterboxd.com/film/white-heat/
272,1932,"I Was Born, But...",https://letterboxd.com/film/i-was-born-but/
273,2023,Renaissance: A Film by Beyoncé,https://letterboxd.com/film/renaissance-a-film-by-beyonce/
274,1957,Throne of Blood,https://letterboxd.com/film/throne-of-blood/
275,2001,The Lord of the Rings: The Fellowship of the Ring,https://letterboxd.com/film/the-lord-of-the-rings-the-fellowship-of-the-ring/
276,1963,Winter Light,https://letterboxd.com/film/winter-light/
277,1952,High Noon,https://letterboxd.com/film/high-noon/
278,1945,Mildred Pierce,https://letterboxd.com/film/mildred-pierce/
279,1965,Chimes at Midnight,https://letterboxd.com/film/chimes-at-midnight/
280,1965,The Shop on Main Street,https://letterboxd.com/film/the-shop-on-main-street/
281,1966,A Man for All Seasons,https://letterboxd.com/film/a-man-for-all-seasons/
282,1922,Nosferatu,https://letterboxd.com/film/nosferatu/
283,1970,Investigation of a Citizen Above Suspicion,https://letterboxd.com/film/investigation-of-a-citizen-above-suspicion/
284,2001,Spirited Away,https://letterboxd.com/film/spirited-away/
285,1949,The Heiress,https://letterboxd.com/film/the-heiress/
286,1959,Hiroshima Mon Amour,https://letterboxd.com/film/hiroshima-mon-amour/
287,1952,The Quiet Man,https://letterboxd.com/film/the-quiet-man/
288,1973,The Spirit of the Beehive,https://letterboxd.com/film/the-spirit-of-the-beehive/
289,1982,Gandhi,https://letterboxd.com/film/gandhi/
290,1956,The Killing,https://letterboxd.com/film/the-killing/
291,1972,"Aguirre, the Wrath of God",https://letterboxd.com/film/aguirre-the-wrath-of-god/
292,1974,Ali: Fear Eats the Soul,https://letterboxd.com/film/ali-fear-eats-the-soul/
293,1944,Laura,https://letterboxd.com/film/laura/
294,1963,The Servant,https://letterboxd.com/film/the-servant/
295,1973,The Mother and the Whore,https://letterboxd.com/film/the-mother-and-the-whore/
296,1951,Early Summer,https://letterboxd.com/film/early-summer/
297,1964,A Hard Day's Night,https://letterboxd.com/film/a-hard-days-night/
298,1958,Mon Oncle,https://letterboxd.com/film/mon-oncle/
299,1961,The Innocents,https://letterboxd.com/film/the-innocents/
300,1974,Scenes from a Marriage,https://letterboxd.com/film/scenes-from-a-marriage/
301,1944,To Have and Have Not,https://letterboxd.com/film/to-have-and-have-not/
302,1953,The Earrings of Madame de...,https://letterboxd.com/film/the-earrings-of-madame-de/
303,2000,Yi Yi,https://letterboxd.com/film/yi-yi/
304,1969,Kes,https://letterboxd.com/film/kes/
305,1950,In a Lonely Place,https://letterboxd.com/film/in-a-lonely-place/
306,1998,Saving Private Ryan,https://letterboxd.com/film/saving-private-ryan/
307,1932,Freaks,https://letterboxd.com/film/freaks/
308,1976,The Fifth Seal,https://letterboxd.com/film/the-fifth-seal/
309,1960,The Virgin Spring,https://letterboxd.com/film/the-virgin-spring/
310,1961,Judgment at Nuremberg,https://letterboxd.com/film/judgment-at-nuremberg/
311,1953,Shane,https://letterboxd.com/film/shane/
312,1948,Hamlet,https://letterboxd.com/film/hamlet/
313,1928,The Wind,https://letterboxd.com/film/the-wind/
314,1989,Dead Poets Society,https://letterboxd.com/film/dead-poets-society/
315,1931,Frankenstein,https://letterboxd.com/film/frankenstein-1931/
316,1973,The Long Goodbye,https://letterboxd.com/film/the-long-goodbye/
317,1966,Blow-Up,https://letterboxd.com/film/blow-up/
318,1996,Secrets & Lies,https://letterboxd.com/film/secrets-lies/
319,1923,Safety Last!,https://letterboxd.com/film/safety-last/
320,1971,The Emigrants,https://letterboxd.com/film/the-emigrants/
321,1962,Ivan's Childhood,https://letterboxd.com/film/ivans-childhood/
322,1952,Limelight,https://letterboxd.com/film/limelight/
323,1976,Harlan County U.S.A.,https://letterboxd.com/film/harlan-county-usa/
324,1974,Edvard Munch,https://letterboxd.com/film/edvard-munch/
325,1950,Orpheus,https://letterboxd.com/film/orpheus/
326,1935,The 39 Steps,https://letterboxd.com/film/the-39-steps/
327,1984,This Is Spinal Tap,https://letterboxd.com/film/this-is-spinal-tap/
328,1951,Ace in the Hole,https://letterboxd.com/film/ace-in-the-hole/
329,1939,The Story of the Last Chrysanthemum,https://letterboxd.com/film/the-story-of-the-last-chrysanthemum/
330,1932,Shanghai Express,https://letterboxd.com/film/shanghai-express/
331,1936,Mr. Deeds Goes to Town,https://letterboxd.com/film/mr-deeds-goes-to-town/
332,1991,Raise the Red Lantern,https://letterboxd.com/film/raise-the-red-lantern/
333,1995,Toy Story,https://letterboxd.com/film/toy-story/
